name,blurb,goal,pledged,usd_pledged,backers_count,country,currency,created_at,launched_at,deadline,staff_pick,spotlight,creator,is_starrable,state,category,is_liked,is_disliked,url,campaign_day_length
Fillable Item Cards!,Fillable item cards to create your own magic items! Includes rumors and adventure hooks. 5E compatible.,100.0,232.0,270.1409276,49,IT,EUR,2021-08-20,2021-10-21,2021-11-05,False,False,Diego Pisa Artworks,True,live,Tabletop Games,False,False,https://www.kickstarter.com/projects/2029996743/item-cards,15
Choose-Your-Own Skills,Variant rules for 5e Dungeons and Dragons for Zinequest,100.0,265.0,265.0,60,US,USD,2021-01-18,2021-02-02,2021-02-16,False,True,Kenna May,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/772191679/choose-your-own-skills,14
Blood & Anvils: A RPG Adventure for D&D 5E,"Make your mark in this tale of mystery, monsters, and murder!",100.0,257.0,257.0,46,US,USD,2020-01-04,2020-05-28,2020-06-04,False,True,Betta Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/bettagames/blood-and-anvils-a-rpg-adventure-for-dandd-5e,7
Dungeon Tiles for RPGs- 5E compatible,Three sets of 8x8 digital dungeon tiles for use with any fantasy RPG.,111.0,245.0,245.0,20,US,USD,2021-01-20,2021-10-09,2021-10-26,False,False,Infect3d1,True,live,Tabletop Games,False,False,https://www.kickstarter.com/projects/infect3d1/dungeon-tiles-for-rpgs-5e-compatible,17
The Dollmaker | Adventure Module for D&D 5E,A horror themed adventure module for 5e Dungeon's and Dragons.,500.0,246.0,246.0,18,US,USD,2021-10-16,2021-10-21,2021-11-18,False,False,Luna Publishing,True,live,Tabletop Games,False,False,https://www.kickstarter.com/projects/themadpoet/the-dollmaker-adventure-module-for-dandd-5e,28
Demons of Blackwood,A unique town setting for your next 5e adventure + modular maps that can be used over and over for sessions to come.,100.0,181.0,181.0,7,US,USD,2021-08-15,2021-09-29,2021-10-29,False,False,FireLit Knight Games,True,live,Games,False,False,https://www.kickstarter.com/projects/remnantsofthefae/demons-of-blackwood,30
Advanced D&D/Pathfinder Map Pack for DMs,Advanced Map Pack for D&D 5e / Pathfinder.,100.0,180.0,180.0,18,US,USD,2018-05-23,2018-05-24,2018-06-07,False,True,Daniel  Pryor,False,successful,Games,False,False,https://www.kickstarter.com/projects/mapmage/advanced-dandd-pathfinder-map-pack-for-dms,14
Almanac of Awesome Adventures: Spring,Seasonal One-Shots for 5e: Just $1,33.0,178.0,178.0,52,US,USD,2021-02-21,2021-02-23,2021-03-04,False,True,Wild Magic Life,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/wildmagic/almanac-of-awesome-adventures-spring,9
Witchy Things,"6 Spells, 6 Items, and 6 Creepy maps. What else do you need to become a witch? 5E compatible",30.0,139.0,139.0,49,US,USD,2020-12-19,2021-02-02,2021-02-08,False,True,Brittani,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/theteakettlellc/witchy-things,6
The Festival of Father Redbane DnD 5e Adventure,"A Holiday RPG Adventure for DnD5e 
ONLY $1!",1.0,111.0,111.0,81,US,USD,2020-11-16,2020-11-27,2020-12-04,False,True,Applewhite Games,False,successful,Games,False,False,https://www.kickstarter.com/projects/applewhitegames/the-festival-of-father-redbane-dnd-5e-adventure,7
Creature Feature Quarterly Vol. 4 (5e compatible),"A monster manual zine for 5e DnD with Paper Mini Designs, VTT Tokens and ample fluff. Designed for ease of use and gameability.",50.0,103.0,103.0,35,US,USD,2019-04-09,2019-04-09,2019-04-22,False,True,Jeremy Hart Illos,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/cfqvol3ose/creature-feature-quarterly-vol-4-5e-compatible,13
Make 100: Background Music for 5E Character Backgrounds,Get your roleplaying experience off to a great start with background music based on character backgrounds.,3.0,67.0,51.01594065,11,CA,CAD,2017-01-08,2017-01-26,2017-02-25,False,True,Michael Andrew Plait,False,successful,Electronic Music,False,False,https://www.kickstarter.com/projects/1764581577/make-100-background-music-for-5e-character-backgro,30
Oath of Reliquary,A 5E-compatible paladin oath!,100.0,29.0,29.0,6,US,USD,2021-09-16,2021-10-05,2021-11-04,False,False,Wolver Nine,True,live,Tabletop Games,False,False,https://www.kickstarter.com/projects/studioolkiou/oath-of-reliquary,30
Frank Mentzer's Empyrea Fantasy Setting for 10 RPG Systems (Canceled),"Box, Darlene maps, 5 core books, 1 System book: D&D 5E, Pathfinder, Runequest, Savage Worlds, DCC, C&C, S&W, HackM, D&D BECMI, or 1E/2E",250000.0,61887.0,61887.0,621,US,USD,2017-08-30,2017-10-02,2017-11-13,False,False,Frank Mentzer,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/extsr/frank-mentzers-empyrea-fantasy-setting-for-10-rpg,42
Archvillain Gauntlets - Beautiful 5e Character Sheet Cases (Canceled),"Character sheets are boring. These beautiful, detailed, and practical cases make your sheets the most awesome thing on the table.",30000.0,40132.0,40132.0,219,US,USD,2018-08-15,2018-10-01,2018-11-01,False,False,Archvillain Games,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/archvillaingames/archvillain-gauntlets-beautiful-5e-character-sheet,31
Lasers & Liches: Tales from the Retroverse 5E (Canceled),"We are creating a new 5E world! New classes, races, spells, monsters, backgrounds, and a full campaign! All with a unique retro style!",50000.0,35758.0,35758.0,392,US,USD,2017-11-18,2018-04-10,2018-05-10,False,False,Chris Lock,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/snickelsox/lasers-and-liches-tales-from-the-retroverse-5e,30
Red Dawn: Into The Dawnlands (Canceled),"Red Dawn is a 5E Campaign setting in a harsh desert wasteland, by a team with decades of RPG experience.",34000.0,36932.29,28806.0915269244,511,CA,CAD,2021-05-27,2021-08-23,2021-09-23,False,False,Burning Star Games,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/burningstargames/red-dawn-into-the-dawnlands,31
World of Aetaltis RPG Campaign Setting for Fifth Edition,"A new classic heroic fantasy RPG setting for use with Fifth Edition. Books, accessories, maps, & more for your 5E roleplaying game!",70000.0,21666.0,21666.0,189,US,USD,2016-07-18,2016-09-06,2016-10-11,False,False,Marc Tassin,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/mechanicalmuse/world-of-aetaltis-rpg-campaign-setting-for-fifth-e,35
Capes & Crooks: A 5th Edition Superhero RPG,"Capes & Crooks is a brand new 5e superhero RPG. Customize your own unique characters with powers, roles, origins & alter-egos.",30000.0,18079.0,18079.0,398,US,USD,2021-01-29,2021-06-29,2021-07-29,False,False,Justin Handlin,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/critacademy/capes-and-crooks-a-5th-edition-superhero-rpg,30
"Kisarta, a horror 5e rpg setting (Reboot on December 1st) (Canceled)",Rebooting project. See description for all the informations.,25000.0,14878.0,16704.27881462,293,IT,EUR,2019-05-04,2019-07-22,2019-08-22,False,False,Isola Illyon Edizioni,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/isolaillyonedizioni/kisarta-a-5e-setting-of-damned-souls-and-unearthly-horrors,31
Relics of Magical Mystery: 5E Magic Items,"Magical relics collected in a complete box set of card decks, a Limited Edition Tome, an exclusive Signature collection, and more!",40000.0,16409.0,16409.0,224,US,USD,2021-06-19,2021-08-10,2021-09-13,False,False,Ralph Levi Clark,False,failed,Games,False,False,https://www.kickstarter.com/projects/sessionzero/5e-magic-items-the-magical-mystery-collections,34
Animal Companion Miniatures by Critit.co.uk Series 2 (Canceled),Tabletop Animal Companion Miniatures 28mm scale for Dungeons & Dragons 5e and Pathfinder,10000.0,12521.0,16191.47868701,395,GB,GBP,2019-10-14,2019-11-01,2019-12-01,False,False,Critit.co.uk,False,canceled,Gaming Hardware,False,False,https://www.kickstarter.com/projects/163050832/animal-companion-miniatures-by-crititcouk-series-2,30
Nazi Dracula Must Die! Campaign Setting for DnD 5E (Canceled),"An alternate-reality World War II DnD 5E setting with weird science & strange magic. New player options, gazetteer, adventure, & more!",30000.0,15535.0,15535.0,688,US,USD,2020-09-07,2020-10-06,2020-10-29,False,False,Crystal Quill Press,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/nazidracula/nazi-dracula-must-die-campaign-setting-for-dnd-5e,23
D&D 5e Condition Rings with a Storage Box (Canceled),"72+ Rings, 45+ Unique Conditions for Dungeons & Dragons 5e. 
Makers of the status markers used on Critical Role and High Rollers.",20000.0,15458.0,15458.0,297,US,USD,2020-09-28,2020-10-27,2020-12-03,False,False,Viridian Gaming Supplies,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/condition-rings/dandd-5e-condition-rings-with-storage-case,37
Dark Places & Demogorgons 5e (Canceled),80s high school horror compatible with the 5th edition of the worlds most popular RPG,20000.0,15443.0,15443.0,256,US,USD,2020-08-19,2020-10-27,2020-11-19,False,False,Wet Ink Games,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/jiangshi/dark-places-and-demogorgons-5e,23
5E Magic Items: Special Magical Mystery Collections (Canceled),"A complete box set of our classic Decks, a Limited Edition Tome, an exclusive Signature collection, and even more Magical Mystery!",35000.0,14407.0,14407.0,164,US,USD,2021-03-19,2021-04-02,2021-05-03,False,False,Ralph Levi Clark,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/sessionzero/5e-magic-items-special-magical-mystery-collections,31
The Book of All'Terra: A Campaign Setting for 5E,A setting book for the world of All'Terra from the actual play podcast The Titans of All'Terra.,18000.0,14220.0,14220.0,184,US,USD,2019-06-07,2019-07-05,2019-08-04,False,False,ORC DAD,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/orcdad/the-book-of-allterra-a-campaign-setting-for-5e,30
Creatures of Vathis: Volume One (D&D 5e & Pathfinder),Creatures of Vathis: Volume One is a 150 page bestiary compatible with both D&D 5th Edition and The Pathfinder Roleplaying Game.,25000.0,13379.0,13379.0,295,US,USD,2018-01-23,2018-02-01,2018-03-03,False,False,ZodiacEmpires,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/zodiacempires/creatures-of-vathis-volume-one-dandd-5e-and-pathfi,30
Alchemy & Poisoncraft: A supplement compatible with 5e,"Everything you need, everything you want about the wonders of alchemy and treachery of poisoncraft.",11000.0,9745.0,12821.98033925,296,GB,GBP,2020-08-23,2020-11-08,2020-12-08,False,False,Cabal of Enchantment,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/cabal/alchemy-and-poisoncraft-a-supplement-book-compatible-with-5e,30
Evoker (Canceled),Roleplaying games & D&D 5e sessions come to life with Evoker! Create maps and cast spells like a wizard.,70000.0,10762.0,12706.32125004,39,IE,EUR,2021-01-28,2021-07-19,2021-09-17,False,False,Black Blossom Games,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/black-blossom-games/evoker,60
Afatasi's 5e Decks - Immersive DnD Reference Cards (Canceled),"Reference cards for Simple & Martial Weapons, Armors, and Adventuring Gear.",15000.0,11034.0,11034.0,238,US,USD,2019-02-25,2019-04-15,2019-05-15,False,False,Afatasi Games,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/afatasigames/afatasis-5e-decks,30
"Dragon Crown: RPG Polyhedral Dice, Thematic Sets Four Realms (Canceled)","Compatible with D&D 5e-based games collection included: dice in 4 realms styles, REUSABLE characters notepad, masters screen & playmats",5000.0,10651.0,10651.0,172,US,USD,2020-02-25,2021-08-25,2021-09-27,False,False,Anna Dadones,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/1553061112/dragon-dice,33
Legendlore RPG Setting for 5th Edition Fantasy Roleplaying (Canceled),"Help us create a beautiful, hardcover, traditionally printed version of the Legendlore RPG for 5e and get it into stores",20000.0,9885.0,9885.0,247,US,USD,2020-02-12,2020-03-12,2020-04-09,False,False,Richard Thomas,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/200664283/legendlore-rpg-setting-for-5th-edition-fantasy-roleplaying,28
"Chronicles of Denoa: DnD 5e Setting, 8-18 Adventures, App (Canceled)","Book + Next Gen LIVING CAMPAIGN shaped by fan feedback, an APP that connects players worldwide, MINIS, a SCREEN, STORY CAPSULES, & more",5000.0,9247.0,9247.0,185,US,USD,2019-07-17,2020-01-01,2020-01-31,False,False,Danny O'Neill - Hammerdog Games,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/hammerdog/chronicles-of-denoa-chapter-1-5e-rpg-setting-and-campaign,30
Midderlands 5e (Canceled),A Fifth Edition Weird Fantasy Setting Guide,12000.0,8836.0,8836.0,199,US,USD,2020-02-02,2020-03-03,2020-04-02,False,False,Necromancer Games,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/necromancergames/midderlands-5e,30
"Medieval, Tales from Europe - a 5e RPG setting",A realistic medieval 5e RPG setting to take you into an historical and dangerous journey,27000.0,7705.0,8558.2298178,155,IT,EUR,2019-09-01,2019-12-07,2020-01-06,False,False,Tales For Gamers Publishing,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/1034101316/medieval-tales-from-europe-a-5e-rpg-setting,30
"core::2050, The Future of 5e",Legendary Pants is publishing a complete near-future expansion for the 5th edition of the world's greatest roleplaying game.,30000.0,8498.0,8498.0,192,US,USD,2018-04-17,2018-05-03,2018-06-02,False,False,Legendary Pants,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/legendarypants/core-2050-the-future-of-5e,30
Graywalkers Purgatory Tabletop RPG (5E & Weavemaster),A Modern Fantasy RPG Set in a Supernatural Post-Apocalyptic world wherein Heaven & Hell merged with Earth. For 5E & Weavemaster,17000.0,7510.0,7510.0,126,US,USD,2021-01-16,2021-05-24,2021-06-28,False,False,Wyldekarde's World,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/graywalkersrpg/graywalkers-purgatory-tabletop-rpg,35
Book of Cults for 5th Edition,"A collection of classes, adventures, items and monsters for D&D 5e. PDF, softcover, hardcover or leather bound.",15000.0,6181.0,7362.37385009,137,NL,EUR,2020-07-07,2020-09-01,2020-10-01,False,False,Windmill Slam Games,False,failed,Games,False,False,https://www.kickstarter.com/projects/wms/book-of-cults-for-5th-edition,30
Monsters & Magic: 100+ New Creatures and Items for 5e,Over a hundred new monsters and magic items for the fifth edition of the roleplaying game we all love!,15000.0,5961.0,6752.92189011,102,NL,EUR,2018-11-11,2018-12-06,2019-01-10,False,False,Windmill Slam Games,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/wms/monsters-and-magic-100-new-creatures-and-items-for,35
"Copernia, a 5E Campaign Setting 40 Years in the Making (Canceled)","The World of Copernia & The Companion Oakhaven Anthology, Twenty Episodes, Five Story Arcs. 

Hundreds of Hours of Immersive Play",162000.0,6699.0,6699.0,60,US,USD,2020-11-18,2021-06-15,2021-07-15,False,False,Tom Connell,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/eastcoasttrolls/copernia-a-5e-campaign-setting-40-years-in-the-making,30
Dalreth 5E fantasy RPG Player's Guide and pewter miniatures (Canceled),"5E Fantasy RPG player's expansion of classes, species, feats, backgrounds, and spells. Includes 32mm highly detailed pewter miniatures.",12000.0,6697.5,6697.5,116,US,USD,2020-07-04,2020-09-22,2020-10-25,False,False,Darrin Anderson,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/darrinmanderson/5e-tabletop-rpg-for-dalreth-haven-in-the-ice,33
The Gilded Archive - a 5E personal leather book cover,"Custom leather covers for Dungeons & Dragons 5E core books, with engraved illustrations, handpainted details and intricate finishes.",20000.0,5685.0,6539.40609735,53,NL,EUR,2018-10-21,2019-02-01,2019-03-03,False,False,Noor van Houtum,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/296689940/the-gilded-archive-a-5e-personal-leather-book-cove,30
"Table Clicks - Modular Terrain, Miniatures, and more for DnD (Canceled)","Full-color, plastic miniatures, terrain, and adventures for DnD 5e and other tabletop games.",100000.0,6311.0,6311.0,82,US,USD,2020-01-24,2020-03-03,2020-04-02,False,False,Table Clicks,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/jedipearce/table-clicks-miniatures-and-terrain-for-dnd,30
The Dungeon Tome - A 5E DM Prep/World Building Journal,The Dungeon Tome is a journal designed to facilitate session prep and world building for Fifth Edition.,14000.0,6031.0,6031.0,131,US,USD,2019-05-23,2019-06-25,2019-07-30,False,False,Brendan O'Toole,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/387668994/the-dungeon-tome-a-5e-dm-prep-world-building-journal,35
The Living Carnival 5E RPG + Game Altering Special Effects,Visual effects using the art of magic + a new take on the carnival theme in this 5th Edition RPG Adventure Package!,10000.0,5646.0,5646.0,104,US,USD,2020-09-06,2021-03-24,2021-04-23,False,False,William J Hall (Bill),False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/thelivingcarnival/the-living-carnival-5e-rpg-game-altering-special-effects,30
Dungeons and Dragons Mystery Box,D&D 5e mystery box,10000.0,5629.0,5629.0,69,US,USD,2019-04-05,2019-04-05,2019-05-20,False,False,Jennifer Summers,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/dndmystery/dungeons-and-dragons-mystery-box,45
Realms of Rothaen: A 5E Campaign Setting (Canceled),"Realms of Rothaen 5E, is inspired by Greyhawk, Rat Queens, and Breaking Bad with modern story telling elements mixed with fantasy.",15000.0,5354.0,5354.0,96,US,USD,2016-02-26,2016-03-29,2016-05-01,False,False,Wes Otis,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/plate-mail-games/realms-of-rothaen-a-5e-fantasy-adventure-setting,33
TOME OF HEROES (Canceled),A compendium of characterful Heroes for your Fantasy Roleplaying campaigns (5E compatible),25000.0,5307.0,5307.0,86,US,USD,2018-10-18,2019-02-15,2019-03-17,False,False,Richard Ankney,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/thunderforge/tome-of-heroes,30
The Runewild - A Fey-Themed 5e Hexcrawl,"A 5e hexcrawl campaign. In the Runewild, witches walk, goblins cavort, and the borders between the realms of mortal and fey grow thin.",6000.0,5123.0,5123.0,194,US,USD,2018-05-23,2018-05-23,2018-06-21,False,False,Matthew J. Hanson,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/matthewjhanson/the-runewild-a-fey-themed-5e-sandbox-campaign,29
Apocalypse 5E RPG,Apocalypse 5E is a post-apocalypse RPG setting handbook that allows you to use 5E rules and combine fantasy and sci-fi themes.,100000.0,4948.0,4948.0,98,US,USD,2021-02-19,2021-03-29,2021-04-28,False,False,Daniel  Pryor,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/mapmage/apocalypse-5e-rpg,30
Legends And Lore - The VR 5e Compatible Role Playing Game,"Virtual Reality/Desktop role playing game where you decide your own journey. 
One Game Master, Up To Four Adventurers",20000.0,4902.0,4902.0,97,US,USD,2020-09-05,2020-10-29,2020-12-05,False,False,Je'Don Carter,False,failed,Video Games,False,False,https://www.kickstarter.com/projects/440368091/legends-and-lore-the-vr-5e-compatible-role-playing-game,37
The Churn Campaign Setting for 5E,"Welcome to the Churn, A world created to meld Fantasy, Science, and Modernity
together.",22000.0,4644.84,4644.84,154,US,USD,2020-08-17,2020-09-03,2020-10-09,False,False,TheChurnRPG,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/thechurnrpg/the-churn-campaign-setting-for-5e,36
"Legendary Adventures, Volume 2","Legendary Adventures for 5e / 5th edition, everything you need to take your tabletop gaming to the next level. Gather your party today!",4000.0,3396.0,4418.06097504,68,GB,GBP,2016-05-13,2016-08-12,2016-09-12,False,False,DeepDark Designs Ltd,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/deepdarkdesigns/legendary-adventures-volume-2,31
Scourge of Shiran: An Edu-Adventure for The World of Alessia,A 5e-compatible educationally-themed science fiction adventure designed and written by professional educators for The World of Alessia.,12750.0,4480.0,4480.0,107,US,USD,2020-09-24,2020-12-01,2021-01-15,False,False,The Game Academy,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/thegameacademy/scourge-of-shiran-an-edu-adventure-for-the-world-of-alessia,45
Cities of Myth (5e): Atlantis Divided (Canceled),"A 5e compatible, inclusive, mythological setting with eldritch gods, magitech, and ancestor worship.",15000.0,4180.0,4180.0,120,US,USD,2020-12-07,2021-03-08,2021-04-05,False,False,Realmwarp Media,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/realmwarpmedia/cities-of-myth-5e-atlantis-divided,28
"Kingdom of Lothmar Campaign Setting for 5E, Pathfinder, D20",A fantasy campaign setting where feudal intrigue is precipitating a kingdom to the brink of war.,7500.0,4171.0,4171.0,98,US,USD,2018-12-10,2020-03-01,2020-03-31,False,False,Griffon Lore Games,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/fireonclaymorewoods/kingdom-of-lothmar,30
Tales of Rolcaria: Dark Trinity - A 5E Setting & Adventure,"A new Dungeons & Dragons adventure, compatible with DND / D&D 5E that explores the vast new world of Rolcaria.",16500.0,5228.29,3972.6896490697,97,CA,CAD,2020-06-18,2020-09-19,2020-10-19,False,False,Jackson Mahler,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/goldensavior/tales-of-rolcaria-dark-trinity,30
5e Fantasy RPG Advent Calendar rammed full of custom gifts!,A gift filled 24 door Advent Calendar for players of the 5th Edition of the World's Greatest Fantasy Role Playing Game.,12500.0,3064.0,4010.96471176,46,GB,GBP,2019-04-13,2019-04-17,2019-05-17,False,False,Advent-Ure Calendars,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/869577741/5e-fantasy-rpg-advent-calendar-rammed-full-of-cust,30
Moglan's DnD 5E Augmented Reality Magic Item Cards,A Deck of Augmented Reality Magic Items for the world's most popular Tabletop Role-Playing Game,26000.0,3873.0,3873.0,66,US,USD,2018-10-25,2018-11-06,2018-12-04,False,False,Ben Doran ~ Zonware,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/zonware/moglans-dnd-5e-augmented-reality-magic-item-cards,28
A Book of Many Heroes!,A stylish supplement for 5e containing several character options!,5000.0,3766.0,3766.0,78,US,USD,2021-03-28,2021-07-22,2021-08-21,False,False,Dev Waslusky,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/dcwaslus/a-book-of-many-heroes,30
The Compendium of Wild Beasts (Canceled),"The Compendium of Wild Beasts! 100 animal stat block cards for the d20 system, compatible with 3e & 5e.",10000.0,3594.0,3594.0,78,US,USD,2017-05-21,2017-07-15,2017-08-14,False,False,Gemhammer Games,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/gemhammer/the-compendium-of-wild-beasts,30
Mists of Akuma: Imperial Matchmaker (5E RPG mega adventure) (Canceled),Fifth Edition urban sandbox with 8 iconic PCs (or NPC rivals) & the Trade War adventure path in eastern fantasy noir steampunk Soburin!,8130.0,3541.0,3541.0,74,US,USD,2018-03-04,2018-03-19,2018-04-15,False,False,Mike Myler,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/verantheacodex/mists-of-akuma-imperial-matchmaker-5e-rpg-mega-adv,27
Chronicle Cards II - More Universal RPG Content!,"Create memorable sessions in seconds with new Decks,  Resin Dice, 3D printable mini and more! Great for DND 5e or any other system.",8000.0,4805.32,3541.675090772,48,AU,AUD,2020-07-04,2021-08-13,2021-08-29,False,False,Chronicle Cards,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/chroniclecardsii/chronicle-cards-ii-more-universal-rpg-tools,16
After the Crash: A 5E Post-Apocalyptic Science-Fantasy RPG,A world with mutations and long-forgotten artifacts. A world with sentient animals and plants. A world in need of saving.,5000.0,3354.0,3354.0,89,US,USD,2016-08-10,2017-08-01,2017-08-31,False,False,David Dolph,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/1585984194/after-the-crash-a-5e-post-apocalyptic-science-fant,30
The Alhami Sky: 5E Aerial/Eldritch Horror Campaign Setting (Canceled),"A multimedia adventure module and campaign setting for 5E, featuring a soundtrack, eldritch horror, and a world in the sky.",30000.0,4412.29,3286.695406924,63,CA,CAD,2020-07-01,2020-08-01,2020-09-01,False,False,Bonfire Productions,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/bonfireproductions/the-alhami-sky-an-aerial-adventure-module-for-5e,31
Deck of Heroes - 5e RPG Supplement,"Deck of pregenerated characters with unique backgrounds, evocative art and roleplaying hooks to jump straight into an epic adventure!",8000.0,2531.0,3266.47238139,109,GB,GBP,2019-10-06,2020-02-11,2020-03-12,False,False,Adrian L. Sanjuan,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/feralwizard/deck-of-heroes-5e-rpg-supplement,30
The Council of Bones 5e Adventure (Canceled),A gothic horror campaign for the 5th edition rules of the world's most popular roleplaying game.,15000.0,3080.0,3080.0,59,US,USD,2021-06-28,2021-08-12,2021-09-11,False,False,Craig Bogart,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/mysterycity/the-council-of-bones-5e-adventure,30
Legacy of Mana RPG Setting for Pathfinder and 5E (Canceled),"An anti-magic themed, warlords campaign guide by Team Lynnvander. Welcome to Imaria, where all magic is alive, yet no magic is safe.",11500.0,3052.0,3052.0,53,US,USD,2016-09-27,2016-10-11,2016-10-25,False,False,Distraction Games,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/distraction/legacy-of-mana-rpg-setting-for-pathfinder-and-5e,14
Elsewhere - A New Planar Cyberpunk Setting and Podcast (5E),A 5th edition planar cyberpunk setting involving the metaphysical center of the multiverse! Podcast & full support book series planned!,16000.0,3031.16,3031.16,25,US,USD,2018-10-07,2018-10-09,2018-11-08,False,False,Marr Tirolesan,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/marrtirolesan/elsewhere-a-new-planar-cyberpunk-setting-and-podca,30
5th Evolution: Camp Timberwolf,A 5e modern horror adventure set in 1983.,5000.0,2999.0,2999.0,102,US,USD,2020-10-06,2020-11-02,2020-11-27,False,False,Limitless Adventures,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/limitless-adventures/5th-evolution-camp-timberwolf,25
One Shot Compendium,5E compatible adventure book filled with 30 fully modular one shot adventures. Published under the OGL.,5000.0,2905.0,2905.0,61,US,USD,2017-06-06,2017-06-13,2017-07-13,False,False,Arbitrary Games,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/517587274/one-shot-compendium,30
Mother of Monsters - A Greek Inspired Adventure Path for 5E (Canceled),Adventures for the 5th edition of the world's greatest tabletop RPG that will take heroes from 1st to 15th level in mythical glory.,13000.0,2846.0,2846.0,75,US,USD,2019-06-19,2019-08-15,2019-09-14,False,False,Zagora Games LLC,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/zagoragames/mother-of-monsters-the-awakening-of-naehurdamia,30
The Dreamers: Stone Age (5e compatible TTRPG),"A new setting and full adventure, inspired by ancient civilizations that offers a diverse and dynamic playing experience.",6000.0,2831.0,2831.0,67,US,USD,2020-06-13,2020-07-24,2020-08-28,False,False,Lluew Grey,False,failed,Tabletop Games,False,False,https://www.kickstarter.com/projects/lluew/the-dreamers-stone-age-5e-compatible-ttrpg,35
Rarescape RPG: 5th Edition Rules for Every Genre (Canceled),"A 5th Edition compatible roleplaying game with rules for Science Fiction, Pulp, Supers, Fantasy, and Horror. Run 5e in any setting!",5000.0,2790.0,2790.0,50,US,USD,2018-08-04,2018-10-23,2018-11-15,False,False,Rogue Comet,False,canceled,Tabletop Games,False,False,https://www.kickstarter.com/projects/stanshinn/rarescape-rpg-5th-edition-rules-for-every-genre,23
