name,blurb,goal,pledged,usd_pledged,backers_count,country,currency,created_at,launched_at,deadline,staff_pick,spotlight,creator,is_starrable,state,category,is_liked,is_disliked,url,campaign_day_length
The Deck of Surprises,New (and hilarious) magical items and effects cards for 5E,7500.0,24373.29,19081.6893396834,887,CA,CAD,2020-12-30,2021-02-02,2021-03-04,False,True,Outside the Lines Press,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/justinranke/the-deck-of-surprises,30
Allies & Antagonists: A Big Book of D&D 5e NPCs,A 200+ page D&D 5e sourcebook packed full of unique non-player characters and over 100 pieces of fantasy art. Produced by Grim Press.,1500.0,24422.29,19103.6444690243,833,CA,CAD,2020-11-05,2020-12-07,2021-01-05,False,True,Trevor Armstrong,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/grimpress/allies-and-antagonists-a-big-book-of-dnd-5e-npcs,29
"Trail of the Apprentice, a Pathfinder & 5E saga for all ages",This action-packed 5-part adventure saga for Pathfinder RPG and 5E is an amazing introduction to new or younger players & gamemasters.,6000.0,18990.0,18990.0,334,US,USD,2016-03-11,2016-03-25,2016-04-23,False,True,Legendary Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/legendarygames/trail-of-the-apprentice-a-pathfinder-and-5e-saga-f,29
D&D 5e Reusable Character Booklets - Wet Erase Paper,D&D 5e Character Booklets printed on wet/dry erase paper making them infinitely reusable.,1500.0,18959.0,18959.0,551,US,USD,2019-07-15,2019-07-17,2019-08-18,False,True,Griffin Ess,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/shaded-areas/dandd-5e-reusable-character-booklets-wet-erase-paper,32
The Angels & Devils Trilogy (5e),Fight alongside the angels against a devil incursion in this epic RPG adventure trilogy,300.0,13662.0,18985.73219928,596,GB,GBP,2021-05-13,2021-07-13,2021-08-12,False,True,"Anders ""The Night Owl"" Jordahl",False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/andersthenightowl/the-angels-and-devils-trilogy-5e,30
The Cursed Collective: 5E / PF 2.0 Compatible Cursed Items,A collection of 50+ unique and creative Cursed Items suitable for all your tabletop role-playing game campaigns!,5000.0,18782.0,18782.0,754,US,USD,2019-08-31,2019-10-01,2019-11-01,False,True,Ralph Levi Clark,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/sessionzero/the-cursed-collective-5e-pf-20-compatible-cursed-items,31
Dungeons On Demand: Volume 4 - 5E DnD Dungeon Adventures,"Dungeons, dragons, and more await in these pre-made adventures for your 5th edition campaign. $5 or less each & a FREE dungeon inside!",1000.0,18726.46,18726.46,703,US,USD,2016-02-06,2016-09-19,2016-10-13,False,True,Dan Coleman,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/dancoleman/dungeons-on-demand-volume-4-5e-dnd-dungeon-adventu,24
Eldritch: The Book of Madness for 5e - Hardcover,"144 pages of terror for your 5e campaign. Encounter horrific creatures, corrupt spells, a demi-plane of torment, and new Dread rules.",5000.0,13993.0,18238.14778429,712,GB,GBP,2020-10-26,2020-10-28,2020-11-29,False,True,BlackVault,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/531104581/eldritch,32
Dungeons On Demand: Volume 3 - 5E DnD Dungeon Adventures,"Dungeons, dragons, and more await in these pre-made adventures for your 5th edition campaign. $5 or less each & a FREE dungeon inside!",750.0,18319.0,18319.0,712,US,USD,2015-08-21,2016-01-11,2016-02-05,False,True,Dan Coleman,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/dancoleman/dungeons-on-demand-volume-3-5e-dnd-dungeon-adventu,25
Tome of Delving,Replace your character sheet with a specialized notebook for your D&D 5e character.,1800.0,18308.0,18308.0,464,US,USD,2019-03-03,2019-06-04,2019-07-19,False,True,Dungeon Notebook,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/dungeonnotebook/tome-of-delving,45
Blades & Blasters: 5e DnD Alien Invasion Rulebook & Bestiary,"Calling all adventurers! Prepare to face dungeons, dragons and an alien invasion in this supplement for your 5th edition campaign.",2500.0,23488.29,18047.7436592313,579,CA,CAD,2018-08-17,2018-09-01,2018-10-01,False,True,Seth Tomlinson,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1253741462/blades-and-blasters-5e-dnd-alien-invasion-rulebook,30
Truly Wild Magic: Remastered! Random Magic Effects for RPGs!,"Freshly re-imagined, now more expertly realized card deck based on the original cards created for 5e & other TTRPG's!",10000.0,18150.0,18150.0,608,US,USD,2020-04-29,2020-06-05,2020-07-05,False,True,Ralph Levi Clark,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/sessionzero/truly-wild-magic-remastered-random-magic-effects-for-rpgs,30
A Nightmare in Sutradain - Feywild for D&D 5E,A wondrous Feywild setting + adventure for Dungeons & Dragons 5th edition.,10000.0,15475.0,18369.23895625,347,NL,EUR,2021-02-07,2021-07-14,2021-08-18,False,True,Fabled Adventurers Extraordinaire Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/faegames/a-nightmare-in-sutradain-feywild-for-dandd-5e,35
The Complete Illustrated Book of Abjuration,"A 5e compatible spellbook containing all Abjuration spells, beautifully illustrated.",500.0,17405.0,17405.0,229,US,USD,2021-08-31,2021-09-08,2021-10-23,False,True,Phil Stone,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/philtonellc/the-complete-illustrated-book-of-abjuration,45
Path of the Vanished: A 5e & B/X RPG Campaign!,Thousands have vanished... do your heroes have what it takes to defeat the mysterious Raiders?!,2500.0,17283.0,17283.0,462,US,USD,2020-05-11,2020-06-23,2020-07-23,False,True,Pacesetter Games & Simulations,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/pacesettergames/path-of-the-vanished-a-5e-and-b-x-rpg-campaign,30
"Fun Enhancing, Versatile D&D5E Healing Potion Dice Bottles","Fun Enhancing, Versatile, Beautiful, Healing Potion Dice Bottles that wont roll off the table (built for D&D 5e).",1500.0,17015.0,17015.0,431,US,USD,2019-03-24,2019-03-27,2019-04-30,False,True,Dusty,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1037959760/fun-enhancing-versatile-dandd5e-healing-potion-dic,34
Ponyfinder - From the Ashes,"The world has been reduced to ash in a new age, but with some bravery, you can survive and turn the tides. Pathfinder/5e/SF compatible",1000.0,17000.0,17000.0,260,US,USD,2018-02-26,2018-03-26,2018-04-30,False,True,Silver Games LLC,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/silvergamesllc/ponyfinder-from-the-ashes,35
Hunters Mark: Long Live the Hunt! New 5E options!,"HUNTERS MARK is an adventure/sourcebook for D&D 5E. It contains new monsters, crafting, gear, and rules for running a party of hunters!",3500.0,16935.0,16935.0,380,US,USD,2016-08-07,2016-08-18,2016-09-18,False,True,Game Natural,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/gamenatural/hunters-mark-long-live-the-hunt-new-5e-options,31
Tournament of Pigs - a 5E / DCC RPG Boxed Set (RELAUNCH),A medieval competition adventure. Commoners compete to survive twelve deadly events to be declared the winner!,20000.0,16890.0,16890.0,298,US,USD,2021-09-27,2021-10-19,2021-11-18,False,False,Weird Works,True,live,Tabletop Games,False,False,https://www.kickstarter.com/projects/smorpheus/tournament-of-pigs-a-5e-dcc-rpg-boxed-set-relaunch,30
Demiverse: A Campaign Setting for 5e & Those Who Wander,Loosely connected fantasy demiplanes are all that's left of a fractured multiverse.,6250.0,16879.0,16879.0,502,US,USD,2021-06-01,2021-09-21,2021-10-21,False,True,Adam Hancock,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1536638253/the-demiverse-a-campaign-setting-for-5e-and-those-who-wander,30
Malfunctioning & Malicious Magic Items,A 5E compatible deck of beautifully illustrated magic items that reward smart players and leads to hilarious gameplay.,6500.0,20553.98,16975.1162749846,686,CA,CAD,2021-03-25,2021-05-17,2021-06-16,False,True,Hamid,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1620554556/malfunctioning-magic-items,30
Maximum Mayhem Dungeons #5: Palace of the Dragon's Princess,"Adventure Module and Box Set! Use with OSRIC or adapt to 1st Ed AD&D, 5e, DCC, Pathfinder, D20, Labyrinth Lord, Swords & Wizardry, etc!",500.0,16808.0,16808.0,264,US,USD,2018-04-27,2018-05-06,2018-06-10,False,True,Mark Taormino,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/marktaormino/maximum-mayhem-5-palace-of-the-dragons-princess-bo,35
Mag of Holding - Gothic Horror - Book For DnD 5e,"Terrible Encounters, Horrible Creatures, Cursed Items & Frightening Lore For 5e",2500.0,12293.0,16808.59555752,485,GB,GBP,2021-09-18,2021-09-28,2021-10-10,False,True,Paddy Finn,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/paddyfinn/mag-of-holding-gothic-horror-book-for-dnd-5e,12
The Deck of Silly Things,50 silly items for D&D 5e!,1600.0,16725.5,16725.5,718,US,USD,2018-10-30,2018-11-08,2018-12-08,False,True,BJ Hypes,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/bjhypes/the-deck-of-silly-things,30
Aaralyn's Stolen Notes to Velea (Reprint) - 5e Setting,"A 200+ page 5e setting formed by sin, virtue, and monstrous corruption. Produced by Anne Gregersen & Red Ink Caravan publishing house.",1500.0,14330.0,16790.5353727,516,DK,EUR,2020-09-05,2020-10-05,2020-11-04,False,True,Anne Gregersen,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/red-ink-caravan-1/aaralyns-stolen-notes-to-velea-reprint-5e-setting,30
100 5e NPCs - Limitless Adventures,"100+ DnD 5e NPCs. Each Non-Player Character comes with a description, 5e stats, treasure and 3 Further Adventure hooks (300+).",10000.0,16592.0,16592.0,441,US,USD,2017-03-10,2017-04-01,2017-05-01,False,True,Limitless Adventures,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/limitless-adventures/100-5e-npcs-limitless-adventures,30
The Gnomes of Agaldurs Keep - Fantasy Miniatures,"A brand new range of Fantasy Gnome Miniatures perfectly suited for D&D 5E, Tabletop Gaming, Roleplaying and Painting.",950.0,12455.0,16612.09326865,233,GB,GBP,2020-03-07,2020-12-01,2020-12-11,False,True,Northumbrian Tin Soldier,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/northumbriantin/the-gnomes-of-agaldurs-keep-fantasy-miniatures,10
Monster Cards: DnD 5e Reference Cards,"Easy to use cards with 5e stat blocks, original art, quirks and inspiration.",10000.0,21604.29,16439.0812558605,547,CA,CAD,2019-09-09,2019-09-12,2019-10-13,False,True,Colin Sproule,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/cawlin/monster-cards-dnd-5e-reference-cards-for-creature-stats,31
The Canon Fartherall Player's Guide for 5e and Pathfinder 1e,A canon guide for playing in Zombie Orpheus Entertainment's world of Fartherall using 5e or PF1,2000.0,16347.0,16347.0,326,US,USD,2021-07-20,2021-09-06,2021-10-06,False,True,Michael Mars Gaming,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/michaelmars/the-canon-fartherall-players-guide-for-5e-and-pathfinder-1e,30
FlexTale Encounter Generator v2.0 (OSR/5E/Pathfinder/P2E),"An expansion of the indispensible roleplaying tool to dynamically generate adventure content with zero prep.  Pathfinder, 5E, and P2E.",500.0,16313.0,16313.0,197,US,USD,2020-01-20,2020-01-22,2020-02-16,False,True,J. Evans Payne,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/infiniumgamestudio/flextale-encounter-generator-v20-osr-5e-pathfinder-p2e,25
Escape from Skullcano Island,A high-level adventure module compatible with 5E.,1000.0,16228.0,16228.0,460,US,USD,2020-05-03,2020-05-11,2020-06-02,False,True,Levi Combs,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/planetxgames/escape-from-skullcano-island,22
DarkEnergy Tabletop RPG,A 5e inspired tabletop RPG based on the DarkEnergy book series.  Can you  survive the apocalypse of monsters and magic?,10000.0,16174.0,16174.0,252,US,USD,2020-02-14,2021-03-15,2021-04-14,False,True,Entanglement Interactive LLC,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/darkenergyuniverse/darkenergy-tabletop-rpg,30
The Dragon Heresy Introductory Set Fantasy RPG (5E-variant),"Explore and conquer in a Norse-inspired land with Dragon Heresy, with modified 5E rules. Secure your place in the sagas, or die trying!",3500.0,16146.5,16146.5,328,US,USD,2016-07-18,2018-04-02,2018-04-29,False,True,Douglas H. Cole,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/gamingballistic/the-dragon-heresy-introductory-set-fantasy-rpg,27
Morrovion's Guide to Gambling,40 dicegames to play ingame in your Tabletop Role Playing Game or as standalone games. All the games are 5th Edition (5E) compatible.,750.0,13823.56,16040.7994444564,474,NL,EUR,2021-05-10,2021-10-01,2021-10-31,False,False,Netherbook,True,live,Tabletop Games,False,False,https://www.kickstarter.com/projects/netherbook/morrovions-guide-to-gambling,30
RoverBook: The 5e Notebook,The Most Functional and Affordable 5e Notebook designed for players.,1000.0,16093.0,16093.0,634,US,USD,2019-11-12,2020-01-14,2020-02-13,False,True,Timothy,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/timchu/roverbook-the-5e-notebook,30
Monsters of Murka Campaign Setting for 5e DnD,"A hilarious campaign setting designed for fifth edition, brimming with parody, political satire, bad puns, and much, much more.",12000.0,16030.0,16030.0,229,US,USD,2019-02-14,2019-05-21,2019-06-21,False,True,Jaron R. M. Johnson,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/jrmj/monsters-of-murka-campaign-setting-for-5e-dnd,31
Magic Item Card Catalog: 5e Fantasy Reference Cards,"Cards for all* magic items in the 5th edition of the best known role-playing game. Art on front, back has rules. PDF & Index cards too.",7000.0,15874.0,15874.0,273,US,USD,2017-08-28,2017-10-23,2017-11-20,False,True,Inkwell Ideas,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/inkwellideas/magic-item-card-catalog-5e-fantasy-reference-cards,28
Dungeons On Demand: Volume 2 - 5E DnD Dungeon Adventures,"Dungeons, dragons, and more await in these pre-made adventures for your 5th edition campaign. $5 or less each & a FREE dungeon inside!",260.0,15867.0,15867.0,666,US,USD,2015-04-27,2015-07-27,2015-08-20,False,True,Dan Coleman,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/dancoleman/dungeons-on-demand-volume-2-5e-dnd-dungeon-adventu,24
Zerywia RPG - 5e,"A Role-playing Game for 5th Edition, set in a Dark, Slavic Fantasy world called Zerywia.",10000.0,11302.0,15367.3367463,129,GB,GBP,2021-09-14,2021-10-13,2021-11-05,False,False,Koliba Games,True,live,Tabletop Games,False,False,https://www.kickstarter.com/projects/kolibaboardgames/zerywia-rpg-5e,23
Adventures from the Potbellied Kobold for 5E,A book of short adventures for the world's greatest roleplaying game,10000.0,15838.0,15838.0,649,US,USD,2020-08-20,2020-10-06,2020-11-06,False,True,Jeff Stevens,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/587512440/adventures-from-the-potbellied-kobold-for-5e,31
Maximum Mayhem Dungeons #6: Moving Maze of the Mad Master,"RPG Module used with OSRIC or adapt to 1st Edition AD&D, D&D 5e, DCC, Pathfinder or OSR role-playing games!",500.0,15630.0,15630.0,264,US,USD,2019-03-28,2019-04-22,2019-05-22,False,True,Mark Taormino,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/marktaormino/maximum-mayhem-dungeons-6-moving-maze-of-the-mad-m,30
The Lost Triptych: A 5e and B/X RPG Campaign!,A cleric-centric adventure for characters levels 8-12 for the 5th Edition and B/X game systems.,3000.0,15558.0,15558.0,316,US,USD,2020-10-15,2020-10-27,2020-11-19,False,True,Pacesetter Games & Simulations,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/pacesettergames/the-lost-triptych-a-5e-and-b-x-rpg-campaign,23
Fading Embers Campaign Set,"5e DnD Campaign Set for a world dying in Snow and Ice

3 books:  Player's, Gamemaster's, and Setting Manuals",14000.0,15350.0,15350.0,150,US,USD,2020-08-10,2020-10-01,2020-11-01,False,True,John Yackel,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/valiantfoxgaming/fading-embers-campaign-set,31
"RPG PLAYER KITS: D&D 5E, Pathfinder, Starfinder, Savage, etc",Enhance and streamline your tabletop role-playing experience!  Compatible with DnD 5E and many other role-playing game systems.,8000.0,15324.0,15324.0,211,US,USD,2017-08-10,2017-08-11,2017-09-18,False,True,Crit Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/critgames/rpg-player-kits-for-dnd-5e-pathfinder-cthulhu-sava,38
Eldritch Sands - 5E Campaign Setting,A unique 5E campaign setting inspired by science fiction and horror.,5000.0,12541.0,15207.3319772,594,DE,EUR,2021-03-03,2021-04-30,2021-05-30,False,True,Poison Potion Press,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/eldritchsands/eldritch-sands-5th-edition-campaign-setting,30
Mag of Holding - Pirates and Seafaring Book for 5e YAAARGH!,"Your essential pirates and seafaring supplement. Chug rum, fight sea monsters, sink ships, plunder riches, sail the seas!",2000.0,10957.0,15226.66283908,551,GB,GBP,2021-05-13,2021-07-13,2021-07-27,False,True,Paddy Finn,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/paddyfinn/mag-of-holding-pirates-and-seafaring-book-for-5e,14
"FlexTale Solo Adventuring Toolkit (Pathfinder/5E, Unisystem)",Rules and resources to enable solo play of ANY pen-and-paper roleplaying games.  Includes specifics and examples for Pathfinder and 5E.,500.0,15018.0,15018.0,492,US,USD,2018-08-22,2018-09-29,2018-11-01,False,True,J. Evans Payne,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/infiniumgamestudio/flextale-solo-adventuring-toolkit-pathfinder-5e-un,33
Zombies vs Cheerleaders Trade Paperback Volume 3,"Zombies vs Cheerleaders Trade Paperback Volume 3, reprinting the Zenescope and 3 Finger Prints runs!",2500.0,14973.0,14973.0,162,US,USD,2021-08-21,2021-08-21,2021-09-20,False,True,5E,False,successful,Graphic Novels,False,False,https://www.kickstarter.com/projects/zvcvolume3/zombies-vs-cheerleaders-trade-paperback-volume-3,30
Wretches & Rewards Mini Adventures for 5e:,A 5th Edition supplement of monster encounters perfectly paired with memorable loot.,10000.0,20331.29,14411.3516417367,590,CA,CAD,2020-03-02,2020-05-05,2020-06-19,False,True,Anthony Woods,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1544768818/wretches-and-rewards-mini-adventures-for-5e,45
The Runewild - A Dark Fairy-Tale Setting for 5E,"A 5e setting book and hexcrawl in a forest filled with witches, fey, and things that go bump in the night.",5000.0,14726.84,14726.84,423,US,USD,2018-08-18,2018-09-18,2018-10-18,False,True,Matthew J. Hanson,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/matthewjhanson/the-runewild-a-dark-fairy-tale-setting-for-5e,30
Battlemasters & Berserkers: A DnD 5E class expansion,"A killer compendium of character options, magic items and gear, archetypes, paths, feats, and more for DnD 5E fighters and barbarians!",1000.0,14631.0,14631.0,765,US,USD,2021-04-09,2021-04-26,2021-05-10,False,True,Legendary Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/legendarygames/battlemasters-and-berserkers-a-dnd-5e-class-expansion,14
Sandbox Adventures for 5E,A Collection of 12 Plug-and-Play Adventures for Fifth Edition,1500.0,14606.0,14606.0,446,US,USD,2021-01-28,2021-05-25,2021-06-24,False,True,Headless Hydra Press,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/shanecollins/sandbox-adventures-for-5e,30
After: Emerging from the Fall (5e TTRPG),"A future crumbled, sending civilization into hiding. Discover the strange world that remains!",4500.0,14600.0,14600.0,274,US,USD,2020-07-07,2020-10-15,2020-11-14,False,True,Felipe,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/gravwellgames/after-emerging-from-the-fall-5e-based-ttrpg,30
